loggingTime,loggingSample,identifierForVendor,motionTimestamp_sinceReboot,motionYaw,motionRoll,motionPitch,motionRotationRateX,motionRotationRateY,motionRotationRateZ,motionUserAccelerationX,motionUserAccelerationY,motionUserAccelerationZ,motionAttitudeReferenceFrame,motionQuaternionX,motionQuaternionY,motionQuaternionZ,motionQuaternionW,motionGravityX,motionGravityY,motionGravityZ,motionMagneticFieldX,motionMagneticFieldY,motionMagneticFieldZ,motionMagneticFieldCalibrationAccuracy,label
1562614312.486668,88,0,309575.943943875,0.384741266136021,0.32481645395291,-0.5085407466755021,-3.454463005065918,-0.4038559198379517,-1.197204947471619,0.1863968372344971,0.09720000624656677,-0.3176045417785645,2,-0.2735702991485596,0.1061514317989349,0.1426817178726196,0.9452687501907349,0.2787502110004425,0.4869031608104706,-0.8277823328971863,2.635578155517578,2.354833602905273,-33.44110107421875,2,1
1562614312.520493,89,0,309575.978916875,0.3739126467694957,0.3210797038506873,-0.621630105383833,-2.651390790939331,0.364124059677124,-1.306533455848694,0.1957913637161255,-0.2115918397903442,-0.3042538166046143,2,-0.3249289989471436,0.09342552721500397,0.1266514509916306,0.9325515031814575,0.2565536797046661,0.582361102104187,-0.7713856101036072,2.106746673583984,8.255611419677734,-33.2947998046875,2,1
1562614312.552509,90,0,309576.013828875,0.3451771065762937,0.3290139163912412,-0.6979831712619736,-1.417894721031189,0.8804391026496887,-1.29883885383606,0.128625750541687,-0.4253473877906799,-0.2784966826438904,2,-0.3587508201599121,0.09367616474628448,0.1040339767932892,0.922875702381134,0.2475474625825882,0.6426738500595093,-0.7250452637672424,2.498344421386719,12.37480926513672,-32.32864379882812,2,1
1562614312.587885,91,0,309576.048802875,0.3022196806990172,0.3325407570329974,-0.7392325988063723,-0.5809237957000732,0.9207714200019836,-1.237782716751099,0.1100016534328461,-0.4322096705436707,-0.2398250102996826,2,-0.3754474818706512,0.09893737733364105,0.07932458072900772,0.9181275367736816,0.2412386834621429,0.6737210154533386,-0.6985011696815491,2.948726654052734,14.76314163208008,-31.30935668945312,2,1
1562614312.618905,92,0,309576.083714875,0.255568986862989,0.3294370888356239,-0.7656654202283305,-0.311881959438324,0.7510212659835815,-1.090173840522766,0.1351351737976074,-0.346494734287262,-0.2313161492347717,2,-0.3848727643489838,0.1039047315716743,0.0558585524559021,0.9153996706008911,0.2332255840301514,0.6930168867111206,-0.6821535229682922,3.331192016601562,16.33542633056641,-30.43289184570312,2,1
1562614312.671637,93,0,309576.118687875,0.2207753574585628,0.3247809149004741,-0.7831756707573885,-0.2615008652210236,0.4536644518375397,-0.6702467799186707,0.1468141973018646,-0.3098018765449524,-0.2298184037208557,2,-0.3908056914806366,0.1070382744073868,0.03915529325604439,0.9133896231651306,0.2261395156383514,0.705533504486084,-0.6716274619102478,3.270303726196289,16.8957576751709,-30.07843017578125,2,1
1562614312.684334,94,0,309576.153629875,0.2121254511779836,0.3259307711163278,-0.8001837435674193,-0.4956418573856354,0.08357522636651993,-0.1298836767673492,0.1028282940387726,-0.3470973968505859,-0.2474029064178467,2,-0.3980019092559814,0.1079040318727493,0.03337173163890839,0.910405158996582,0.2230367958545685,0.7174841165542603,-0.6599023938179016,3.638805389404297,17.83995819091797,-29.52200317382812,2,1
1562614312.718173,95,0,309576.188603875,0.2291961495279008,0.3324030811902378,-0.8153713449102249,-0.4847244918346405,-0.3145216703414917,0.3230914175510406,0.05374293029308319,-0.3676491379737854,-0.3028306365013123,2,-0.4058243930339813,0.1061697453260422,0.03836571797728539,0.9069523811340332,0.2237212955951691,0.7279802560806274,-0.6480690836906433,3.367347717285156,18.26283645629883,-29.18267822265625,2,1
1562614312.750104,96,0,309576.223515875,0.2538925821671991,0.3340549951088195,-0.8233034857211854,-0.3032451570034027,-0.5140181183815002,0.3669327199459076,0.04106898605823517,-0.2548241019248962,-0.3690098524093628,2,-0.4106703102588654,0.1011845096945763,0.04842834174633026,0.9048571586608887,0.2228912264108658,0.733395516872406,-0.6422231793403625,3.185920715332031,18.36749839782715,-29.44796752929688,2,1
1562614312.783994,97,0,309576.258488875,0.2679151972862358,0.3306848216591048,-0.8273404610544379,-0.1557978987693787,-0.2950464487075806,0.1240925118327141,0.07149574160575867,-0.2113285064697266,-0.3654833436012268,2,-0.4130665361881256,0.09640278667211533,0.05505618080496788,0.903908908367157,0.2197623997926712,0.7361339330673218,-0.6401650905609131,2.652355194091797,18.4212818145752,-29.70687866210938,2,1
1562614312.818739,98,0,309576.258488875,0.2679151972862358,0.3306848216591048,-0.8273404610544379,-0.1557978987693787,-0.2950464487075806,0.1240925118327141,0.07149574160575867,-0.2113285064697266,-0.3654833436012268,2,-0.4130665361881256,0.09640278667211533,0.05505618080496788,0.903908908367157,0.2197623997926712,0.7361339330673218,-0.6401650905609131,2.652355194091797,18.4212818145752,-29.70687866210938,2,1
1562614312.849902,99,0,309576.293430875,0.2647305198139987,0.3252553053508129,-0.8295535936412075,0.06741995364427567,-0.01670020073652267,-0.2118965238332748,0.1368668079376221,-0.2529246211051941,-0.3792114853858948,2,-0.4137467741966248,0.09440251439809799,0.05451695993542671,0.9038416147232056,0.21576227247715,0.7376300096511841,-0.6398035287857056,2.324947357177734,18.33022880554199,-29.7327880859375,2,1
1562614312.881835,100,0,309576.328373875,0.2392867014061055,0.3121986372562898,-0.8234194801957501,0.39877849817276,0.2850611507892609,-0.4463070333003998,0.2591939568519592,-0.07010394334793091,-0.4232110381126404,2,-0.409490704536438,0.09427297115325928,0.04628513753414154,0.9062492251396179,0.2087762802839279,0.7334743738174438,-0.6468599438667297,2.04600715637207,18.27643775939941,-29.8563232421875,2,1
1562614312.915955,101,0,309576.363316875,0.2347005127288316,0.3164840499973596,-0.8171151532363701,0.04669049382209778,0.01134930364787579,0.2819179892539978,0.2514946460723877,-0.2882466316223145,-0.3384463787078857,2,-0.4065553843975067,0.09768447279930115,0.04392757266759872,0.9073262810707092,0.2129813581705093,0.7291746735572815,-0.6503409147262573,2.513574600219727,18.08101463317871,-29.63003540039062,2,1
